ID,X,Y,R,G,B
2512,11,25,94,101,65
2513,12,25,98,98,59
2514,13,25,95,96,59
2515,14,25,94,92,55
2516,15,25,87,89,59
2517,16,25,82,86,57
2518,17,25,89,92,59
2519,18,25,88,94,61
2520,19,25,82,86,56
2521,20,25,78,84,54
2522,21,25,88,93,61
2523,22,25,80,83,55
2524,23,25,85,86,56
2525,24,25,101,98,55
2526,25,25,112,100,55
2527,26,25,100,93,57
2528,27,25,111,106,62
2529,28,25,85,85,59
2530,29,25,93,96,67
2531,30,25,110,101,65
2532,31,25,104,86,54
2533,32,25,84,52,38
2534,33,25,64,26,26
2535,34,25,54,21,28
2536,35,25,69,35,27
2537,36,25,178,130,55
2538,37,25,209,163,76
2539,38,25,213,172,86
2540,39,25,213,174,90
2541,40,25,214,172,85
2542,41,25,212,170,82
2543,42,25,206,163,77
2544,43,25,213,172,84
2545,44,25,193,151,70
2546,45,25,168,126,61
2547,46,25,175,133,59
2548,47,25,204,159,71
2549,48,25,223,179,83
2550,49,25,218,180,91
2551,50,25,224,186,95
2552,51,25,224,182,88
2553,52,25,219,175,82
2554,53,25,206,159,68
2555,54,25,186,141,59
2556,55,25,166,121,51
2557,56,25,133,91,39
2558,57,25,88,53,29
2559,58,25,51,25,25
2560,59,25,38,20,30
2561,60,25,36,21,33
2562,61,25,36,22,33
2563,62,25,33,20,33
2564,63,25,28,21,34
2565,64,25,27,17,30
2566,65,25,32,18,29
2567,66,25,39,25,32
2568,67,25,28,17,29
2569,68,25,47,46,40
2570,69,25,69,78,56
2571,70,25,67,80,57
2572,71,25,72,81,54
2573,72,25,76,84,57
2574,73,25,82,94,64
2575,74,25,81,99,69
2576,75,25,75,95,70
2577,76,25,71,92,67
2578,77,25,71,91,67
2579,78,25,66,85,65
2580,79,25,70,90,64
2581,80,25,74,93,63
2582,81,25,85,100,70
2583,82,25,108,122,84
2584,83,25,145,152,99
2585,84,25,162,164,102
2586,85,25,164,160,95
2587,86,25,165,162,100
2588,87,25,160,159,98
2589,88,25,157,155,94
2590,89,25,158,153,89
2591,90,25,158,158,99
2592,91,25,156,156,101
2593,92,25,149,149,91
2594,93,25,136,141,91
2595,94,25,131,137,93
2596,95,25,136,142,99
2597,96,25,130,141,102
2598,97,25,129,137,98
2599,98,25,125,131,91
2600,99,25,119,131,108
2601,0,26,75,66,54
2602,1,26,98,96,66
2603,2,26,96,99,69
2604,3,26,85,85,64
2605,4,26,90,85,62
2606,5,26,92,95,67
2607,6,26,84,93,70
2608,7,26,81,93,70
2609,8,26,85,99,75
2610,9,26,92,104,74
2611,10,26,90,101,68
2612,11,26,83,89,59
2613,12,26,85,86,56
2614,13,26,93,97,63
2615,14,26,94,94,58
2616,15,26,77,80,52
2617,16,26,78,83,54
2618,17,26,86,92,58
2619,18,26,83,90,59
2620,19,26,74,82,54
2621,20,26,73,79,54
2622,21,26,78,82,60
2623,22,26,73,77,55
2624,23,26,77,76,52
2625,24,26,79,76,51
2626,25,26,85,80,57
2627,26,26,90,84,55
2628,27,26,100,92,56
2629,28,26,76,77,54
2630,29,26,81,82,60
2631,30,26,88,74,48
2632,31,26,93,71,48
2633,32,26,84,49,37
2634,33,26,76,31,28
2635,34,26,66,27,29
2636,35,26,61,27,25
2637,36,26,150,104,46
2638,37,26,203,155,70
2639,38,26,213,168,84
2640,39,26,215,175,94
2641,40,26,214,175,90
2642,41,26,209,167,86
2643,42,26,209,169,90
2644,43,26,218,180,93
2645,44,26,192,152,76
2646,45,26,171,131,67
2647,46,26,178,137,68
2648,47,26,200,157,77
2649,48,26,216,171,83
2650,49,26,218,176,88
2651,50,26,223,179,92
2652,51,26,217,171,81
2653,52,26,211,165,77
2654,53,26,192,145,61
2655,54,26,167,123,52
2656,55,26,143,101,45
2657,56,26,115,74,33
2658,57,26,74,42,26
2659,58,26,48,24,25
2660,59,26,41,23,29
2661,60,26,40,24,32
2662,61,26,42,26,35
2663,62,26,39,26,35
2664,63,26,38,24,33
2665,64,26,31,21,33
2666,65,26,29,21,34
2667,66,26,35,24,34
2668,67,26,31,19,28
2669,68,26,53,47,43
2670,69,26,97,101,71
2671,70,26,95,101,69
2672,71,26,91,97,65
2673,72,26,99,103,68
2674,73,26,100,109,71
2675,74,26,96,110,76
2676,75,26,90,107,76
2677,76,26,92,109,78
2678,77,26,89,108,79
2679,78,26,86,105,76
2680,79,26,88,106,75
2681,80,26,89,106,74
2682,81,26,92,110,77
2683,82,26,101,118,80
2684,83,26,115,129,87
2685,84,26,135,143,91
2686,85,26,145,147,90
2687,86,26,151,147,90
2688,87,26,148,147,91
2689,88,26,150,147,86
2690,89,26,152,144,83
2691,90,26,146,143,87
2692,91,26,144,140,87
2693,92,26,138,136,86
2694,93,26,133,132,87
2695,94,26,134,134,90
2696,95,26,133,134,90
2697,96,26,129,135,95
2698,97,26,123,130,91
2699,98,26,121,123,85
2700,99,26,116,122,99
2701,0,27,79,70,56
2702,1,27,99,98,67
2703,2,27,83,81,60
2704,3,27,71,67,52
2705,4,27,61,59,50
2706,5,27,73,76,57
2707,6,27,78,86,64
2708,7,27,76,84,64
2709,8,27,75,80,63
2710,9,27,79,82,61
2711,10,27,86,91,66
2712,11,27,81,84,59
2713,12,27,86,88,59
2714,13,27,97,103,69
2715,14,27,92,100,69
2716,15,27,94,95,61
2717,16,27,84,88,58
2718,17,27,85,92,61
2719,18,27,78,82,55
2720,19,27,75,81,54
2721,20,27,70,73,52
2722,21,27,71,74,54
2723,22,27,72,76,54
2724,23,27,80,80,55
2725,24,27,80,76,52
2726,25,27,76,72,53
2727,26,27,77,74,50
2728,27,27,76,74,49
2729,28,27,71,70,50
2730,29,27,68,63,48
2731,30,27,71,55,43
2732,31,27,72,48,38
2733,32,27,76,37,32
2734,33,27,77,31,28
2735,34,27,70,29,29
2736,35,27,53,21,28
2737,36,27,120,75,38
2738,37,27,195,148,69
2739,38,27,211,166,84
2740,39,27,213,170,90
2741,40,27,211,170,83
2742,41,27,200,157,76
2743,42,27,208,169,91
2744,43,27,215,177,95
2745,44,27,192,151,76
2746,45,27,172,130,63
2747,46,27,168,126,60
2748,47,27,194,151,75
2749,48,27,208,162,79
2750,49,27,212,166,81
2751,50,27,214,168,84
2752,51,27,204,159,75
2753,52,27,194,150,70
2754,53,27,174,130,59
2755,54,27,148,106,47
2756,55,27,126,84,40
2757,56,27,99,60,30
2758,57,27,65,34,23
2759,58,27,46,24,26
2760,59,27,41,22,30
2761,60,27,42,24,31
2762,61,27,42,26,33
2763,62,27,43,28,37
2764,63,27,38,23,33
2765,64,27,29,21,34
2766,65,27,28,21,34
2767,66,27,29,20,32
2768,67,27,35,22,32
2769,68,27,41,32,32
2770,69,27,63,69,50
2771,70,27,70,77,55
2772,71,27,67,77,56
2773,72,27,81,87,64
2774,73,27,90,99,69
2775,74,27,92,106,75
2776,75,27,90,107,74
2777,76,27,89,110,78
2778,77,27,89,114,83
2779,78,27,92,116,82
2780,79,27,98,119,85
2781,80,27,106,126,88
2782,81,27,111,130,92
2783,82,27,114,132,92
2784,83,27,123,137,90
2785,84,27,128,140,92
2786,85,27,132,142,94
2787,86,27,135,142,91
2788,87,27,132,138,88
2789,88,27,122,130,85
2790,89,27,117,124,81
2791,90,27,113,118,79
2792,91,27,102,109,75
2793,92,27,109,112,72
2794,93,27,125,126,81
2795,94,27,131,134,87
2796,95,27,124,130,88
2797,96,27,114,125,87
2798,97,27,115,121,84
2799,98,27,103,103,72
2800,99,27,91,96,83
2801,0,28,75,68,57
2802,1,28,90,89,66
2803,2,28,84,78,56
2804,3,28,71,69,54
2805,4,28,63,59,53
2806,5,28,70,68,53
2807,6,28,75,84,63
2808,7,28,76,86,65
2809,8,28,77,83,61
2810,9,28,74,78,58
2811,10,28,85,88,66
2812,11,28,82,85,61
2813,12,28,82,84,58
2814,13,28,85,87,60
2815,14,28,87,91,62
2816,15,28,90,92,61
2817,16,28,90,96,63
2818,17,28,91,96,65
2819,18,28,87,91,62
2820,19,28,79,83,55
2821,20,28,79,85,57
2822,21,28,75,82,56
2823,22,28,83,85,58
2824,23,28,81,80,57
2825,24,28,80,79,54
2826,25,28,79,77,50
2827,26,28,79,76,49
2828,27,28,73,72,53
2829,28,28,68,66,51
2830,29,28,63,58,46
2831,30,28,60,46,40
2832,31,28,64,40,35
2833,32,28,73,32,31
2834,33,28,78,30,27
2835,34,28,57,22,27
2836,35,28,48,20,29
2837,36,28,86,49,31
2838,37,28,164,116,53
2839,38,28,196,149,75
2840,39,28,205,159,80
2841,40,28,204,158,74
2842,41,28,188,141,63
2843,42,28,195,151,74
2844,43,28,199,156,79
2845,44,28,155,113,56
2846,45,28,134,93,45
2847,46,28,134,90,45
2848,47,28,176,131,65
2849,48,28,214,170,86
2850,49,28,210,164,79
2851,50,28,203,158,76
2852,51,28,190,146,68
2853,52,28,173,130,60
2854,53,28,151,110,50
2855,54,28,129,89,42
2856,55,28,112,72,38
2857,56,28,90,53,29
2858,57,28,64,33,24
2859,58,28,47,23,26
2860,59,28,43,22,29
2861,60,28,39,24,32
2862,61,28,38,25,34
2863,62,28,42,27,36
2864,63,28,36,22,33
2865,64,28,30,24,36
2866,65,28,31,24,37
2867,66,28,25,18,32
2868,67,28,34,24,34
2869,68,28,41,29,33
2870,69,28,45,47,42
2871,70,28,51,56,46
2872,71,28,57,61,47
2873,72,28,60,63,49
2874,73,28,62,66,51
2875,74,28,65,74,60
2876,75,28,63,76,62
2877,76,28,65,82,67
2878,77,28,63,83,66
2879,78,28,63,82,65
2880,79,28,63,82,65
2881,80,28,65,87,67
2882,81,28,71,92,73
2883,82,28,85,103,76
2884,83,28,98,115,81
2885,84,28,97,115,81
2886,85,28,94,113,80
2887,86,28,95,113,79
2888,87,28,99,113,75
2889,88,28,84,104,79
2890,89,28,98,109,75
2891,90,28,90,103,73
2892,91,28,76,89,70
2893,92,28,80,87,66
2894,93,28,87,97,74
2895,94,28,87,99,75
2896,95,28,77,91,71
2897,96,28,78,92,73
2898,97,28,85,96,75
2899,98,28,83,89,73
2900,99,28,88,93,84
2901,0,29,67,59,54
2902,1,29,81,77,60
2903,2,29,69,68,54
2904,3,29,58,59,49
2905,4,29,63,61,51
2906,5,29,62,59,49
2907,6,29,70,71,56
2908,7,29,81,89,65
2909,8,29,76,85,59
2910,9,29,73,82,58
2911,10,29,79,83,60
2912,11,29,89,89,63
2913,12,29,82,83,59
2914,13,29,85,84,57
2915,14,29,81,80,53
2916,15,29,75,78,54
2917,16,29,77,84,59
2918,17,29,89,95,68
2919,18,29,90,96,65
2920,19,29,79,81,54
2921,20,29,82,86,60
2922,21,29,77,83,60
2923,22,29,77,80,56
2924,23,29,84,81,57
2925,24,29,81,79,55
2926,25,29,78,76,53
2927,26,29,80,76,51
2928,27,29,70,70,52
2929,28,29,66,67,52
2930,29,29,63,61,47
2931,30,29,60,44,37
2932,31,29,64,43,37
2933,32,29,62,34,33
2934,33,29,56,22,26
2935,34,29,56,25,30
2936,35,29,52,24,31
2937,36,29,65,30,27
2938,37,29,135,86,41
2939,38,29,169,121,59
2940,39,29,182,134,63
2941,40,29,202,155,68
2942,41,29,215,170,78
2943,42,29,193,149,71
2944,43,29,142,96,44
2945,44,29,104,60,34
2946,45,29,99,59,34
2947,46,29,118,77,41
2948,47,29,171,128,62
2949,48,29,202,158,77
2950,49,29,190,148,67
2951,50,29,183,140,64
2952,51,29,174,133,63
2953,52,29,157,115,54
2954,53,29,141,100,46
2955,54,29,126,86,42
2956,55,29,110,70,37
2957,56,29,88,49,28
2958,57,29,65,34,24
2959,58,29,48,24,24
2960,59,29,40,22,27
2961,60,29,38,21,28
2962,61,29,41,27,33
2963,62,29,39,27,36
2964,63,29,33,23,33
2965,64,29,33,26,35
2966,65,29,30,24,36
2967,66,29,25,19,34
2968,67,29,33,25,35
2969,68,29,43,30,33
2970,69,29,47,44,38
2971,70,29,51,58,46
2972,71,29,55,62,47
2973,72,29,59,65,51
2974,73,29,61,68,53
2975,74,29,57,67,52
2976,75,29,58,69,57
2977,76,29,61,74,60
2978,77,29,60,75,59
2979,78,29,59,72,56
2980,79,29,62,74,58
2981,80,29,69,83,65
2982,81,29,66,81,63
2983,82,29,79,88,63
2984,83,29,72,85,62
2985,84,29,71,85,63
2986,85,29,74,87,65
2987,86,29,71,90,67
2988,87,29,81,97,70
2989,88,29,81,96,73
2990,89,29,95,105,75
2991,90,29,82,95,71
2992,91,29,83,93,70
2993,92,29,76,84,67
2994,93,29,77,84,67
2995,94,29,78,85,65
2996,95,29,74,79,60
2997,96,29,82,84,64
2998,97,29,89,95,74
2999,98,29,89,93,75
3000,99,29,104,103,94
3001,0,30,54,48,50
3002,1,30,59,54,48
3003,2,30,57,56,46
3004,3,30,59,59,50
3005,4,30,69,65,55
3006,5,30,62,58,50
3007,6,30,69,66,52
3008,7,30,81,86,65
3009,8,30,74,82,60
3010,9,30,77,84,61
3011,10,30,82,84,58
3012,11,30,86,84,58
3013,12,30,79,77,56
3014,13,30,89,81,54
3015,14,30,84,80,54
3016,15,30,77,76,56
3017,16,30,76,77,58
3018,17,30,84,89,63
3019,18,30,84,86,61
3020,19,30,78,79,56
3021,20,30,78,80,58
3022,21,30,79,80,59
3023,22,30,81,79,58
3024,23,30,89,83,58
3025,24,30,83,81,56
3026,25,30,76,74,51
3027,26,30,78,74,50
3028,27,30,72,70,50
3029,28,30,69,66,50
3030,29,30,70,67,49
3031,30,30,59,47,38
3032,31,30,56,36,37
3033,32,30,60,34,36
3034,33,30,64,29,31
3035,34,30,69,28,28
3036,35,30,62,27,32
3037,36,30,58,25,30
3038,37,30,114,69,37
3039,38,30,165,116,56
3040,39,30,172,125,58
3041,40,30,175,129,56
3042,41,30,187,141,63
3043,42,30,203,156,73
3044,43,30,181,134,59
3045,44,30,149,103,49
3046,45,30,141,97,47
3047,46,30,149,107,53
3048,47,30,151,108,53
3049,48,30,146,104,49
3050,49,30,161,119,53
3051,50,30,176,134,62
3052,51,30,172,132,65
3053,52,30,158,117,55
3054,53,30,142,100,46
3055,54,30,127,85,41
3056,55,30,111,73,39
3057,56,30,85,50,28
3058,57,30,61,32,23
3059,58,30,47,22,23
3060,59,30,40,19,26
3061,60,30,42,23,29
3062,61,30,39,23,30
3063,62,30,39,26,35
3064,63,30,36,24,33
3065,64,30,35,23,32
3066,65,30,29,21,34
3067,66,30,25,18,34
3068,67,30,32,24,37
3069,68,30,42,29,34
3070,69,30,52,43,39
3071,70,30,61,67,50
3072,71,30,60,69,51
3073,72,30,68,72,53
3074,73,30,65,74,56
3075,74,30,59,72,57
3076,75,30,63,74,60
3077,76,30,64,76,60
3078,77,30,64,75,58
3079,78,30,62,71,54
3080,79,30,66,75,57
3081,80,30,66,75,58
3082,81,30,66,77,58
3083,82,30,66,79,59
3084,83,30,64,78,60
3085,84,30,68,82,63
3086,85,30,72,89,66
3087,86,30,75,91,67
3088,87,30,86,98,70
3089,88,30,94,106,76
3090,89,30,92,102,73
3091,90,30,85,95,68
3092,91,30,89,96,69
3093,92,30,78,85,68
3094,93,30,78,82,66
3095,94,30,80,82,66
3096,95,30,79,78,62
3097,96,30,84,83,64
3098,97,30,90,92,73
3099,98,30,91,91,75
3100,99,30,98,99,90
3101,0,31,55,50,50
3102,1,31,60,55,45
3103,2,31,71,66,48
3104,3,31,63,62,52
3105,4,31,64,61,51
3106,5,31,67,64,52
3107,6,31,79,77,61
3108,7,31,82,86,64
3109,8,31,81,86,61
3110,9,31,80,82,58
3111,10,31,82,80,57
3112,11,31,82,76,55
3113,12,31,85,79,56
3114,13,31,92,84,55
3115,14,31,87,86,60
3116,15,31,84,85,60
3117,16,31,81,82,61
3118,17,31,81,82,61
3119,18,31,78,76,55
3120,19,31,78,76,55
3121,20,31,77,75,54
3122,21,31,81,78,57
3123,22,31,79,74,53
3124,23,31,79,71,51
3125,24,31,79,73,52
3126,25,31,78,73,49
3127,26,31,72,69,47
3128,27,31,67,69,48
3129,28,31,68,70,50
3130,29,31,69,70,49
3131,30,31,67,58,44
3132,31,31,68,45,39
3133,32,31,66,37,36
3134,33,31,77,37,34
3135,34,31,71,28,26
3136,35,31,64,25,32
3137,36,31,56,27,34
3138,37,31,73,38,29
3139,38,31,152,105,50
3140,39,31,182,136,64
3141,40,31,178,133,60
3142,41,31,182,138,64
3143,42,31,187,138,62
3144,43,31,188,135,59
3145,44,31,170,118,52
3146,45,31,150,102,47
3147,46,31,136,90,44
3148,47,31,139,94,43
3149,48,31,158,115,50
3150,49,31,179,135,62
3151,50,31,183,142,69
3152,51,31,173,132,64
3153,52,31,155,114,53
3154,53,31,136,93,43
3155,54,31,118,78,38
3156,55,31,100,63,36
3157,56,31,77,43,27
3158,57,31,60,31,25
3159,58,31,49,24,24
3160,59,31,42,21,28
3161,60,31,43,23,29
3162,61,31,45,27,31
3163,62,31,41,25,34
3164,63,31,38,23,33
3165,64,31,31,21,31
3166,65,31,26,17,32
3167,66,31,28,20,34
3168,67,31,36,27,37
3169,68,31,42,30,36
3170,69,31,46,37,36
3171,70,31,60,64,50
3172,71,31,66,72,53
3173,72,31,71,74,54
3174,73,31,69,76,54
3175,74,31,67,78,58
3176,75,31,66,77,61
3177,76,31,64,79,63
3178,77,31,63,78,62
3179,78,31,66,78,63
3180,79,31,68,80,62
3181,80,31,69,82,62
3182,81,31,70,83,63
3183,82,31,72,88,68
3184,83,31,74,89,68
3185,84,31,76,93,72
3186,85,31,83,100,77
3187,86,31,92,102,75
3188,87,31,92,103,73
3189,88,31,88,101,72
3190,89,31,85,96,72
3191,90,31,81,89,67
3192,91,31,76,85,65
3193,92,31,71,77,63
3194,93,31,76,77,62
3195,94,31,79,81,65
3196,95,31,79,80,62
3197,96,31,81,83,67
3198,97,31,84,88,74
3199,98,31,89,93,81
3200,99,31,93,96,89
3201,0,32,59,54,52
3202,1,32,64,57,46
3203,2,32,75,65,48
3204,3,32,62,59,49
3205,4,32,53,50,44
3206,5,32,75,73,58
3207,6,32,81,78,60
3208,7,32,80,78,57
3209,8,32,78,76,55
3210,9,32,80,76,55
3211,10,32,82,77,55
3212,11,32,86,79,56
3213,12,32,87,81,56
3214,13,32,85,80,56
3215,14,32,83,79,55
3216,15,32,82,79,55
3217,16,32,77,73,52
3218,17,32,75,71,51
3219,18,32,74,70,51
3220,19,32,72,71,52
3221,20,32,70,69,52
3222,21,32,72,72,53
3223,22,32,74,72,52
3224,23,32,73,72,55
3225,24,32,73,73,53
3226,25,32,76,76,52
3227,26,32,75,76,52
3228,27,32,78,79,53
3229,28,32,78,81,54
3230,29,32,80,80,55
3231,30,32,72,60,43
3232,31,32,73,53,41
3233,32,32,71,39,36
3234,33,32,72,30,31
3235,34,32,59,22,28
3236,35,32,58,21,29
3237,36,32,55,25,31
3238,37,32,48,20,29
3239,38,32,84,45,32
3240,39,32,146,99,50
3241,40,32,181,134,62
3242,41,32,202,158,78
3243,42,32,199,155,75
3244,43,32,179,133,58
3245,44,32,162,115,50
3246,45,32,154,110,50
3247,46,32,154,111,53
3248,47,32,158,116,55
3249,48,32,163,121,55
3250,49,32,166,125,60
3251,50,32,167,126,61
3252,51,32,154,113,52
3253,52,32,135,95,44
3254,53,32,116,75,37
3255,54,32,101,64,34
3256,55,32,88,54,34
3257,56,32,73,40,26
3258,57,32,58,29,24
3259,58,32,46,23,26
3260,59,32,43,24,32
3261,60,32,43,26,33
3262,61,32,41,26,32
3263,62,32,39,24,33
3264,63,32,35,22,31
3265,64,32,27,20,30
3266,65,32,23,16,28
3267,66,32,27,19,33
3268,67,32,35,25,36
3269,68,32,42,29,35
3270,69,32,57,42,38
3271,70,32,65,64,47
3272,71,32,73,78,55
3273,72,32,67,70,50
3274,73,32,69,74,52
3275,74,32,71,80,58
3276,75,32,71,82,62
3277,76,32,70,83,64
3278,77,32,70,84,66
3279,78,32,72,85,68
3280,79,32,70,83,67
3281,80,32,71,83,66
3282,81,32,72,84,66
3283,82,32,72,85,69
3284,83,32,72,85,68
3285,84,32,74,89,72
3286,85,32,74,90,74
3287,86,32,73,89,71
3288,87,32,72,82,63
3289,88,32,70,77,60
3290,89,32,72,80,63
3291,90,32,75,83,66
3292,91,32,71,83,67
3293,92,32,76,86,70
3294,93,32,82,86,70
3295,94,32,80,83,64
3296,95,32,77,81,65
3297,96,32,79,85,71
3298,97,32,86,96,79
3299,98,32,89,96,81
3300,99,32,93,96,89
3301,0,33,51,45,45
3302,1,33,56,49,45
3303,2,33,63,54,41
3304,3,33,67,59,45
3305,4,33,68,61,43
3306,5,33,69,64,50
3307,6,33,77,73,58
3308,7,33,76,72,56
3309,8,33,83,78,57
3310,9,33,82,77,53
3311,10,33,83,78,56
3312,11,33,85,80,55
3313,12,33,83,76,55
3314,13,33,80,73,51
3315,14,33,77,70,51
3316,15,33,79,71,50
3317,16,33,77,68,49
3318,17,33,77,71,51
3319,18,33,77,73,54
3320,19,33,75,74,56
3321,20,33,75,77,58
3322,21,33,75,80,60
3323,22,33,79,83,61
3324,23,33,79,84,61
3325,24,33,81,85,60
3326,25,33,81,85,57
3327,26,33,82,86,59
3328,27,33,86,88,59
3329,28,33,89,89,60
3330,29,33,94,93,63
3331,30,33,82,66,44
3332,31,33,82,57,41
3333,32,33,73,46,38
3334,33,33,58,27,33
3335,34,33,56,21,28
3336,35,33,59,24,29
3337,36,33,59,25,28
3338,37,33,60,27,30
3339,38,33,51,23,30
3340,39,33,65,34,30
3341,40,33,117,75,38
3342,41,33,174,128,60
3343,42,33,205,161,80
3344,43,33,214,171,83
3345,44,33,210,167,79
3346,45,33,198,156,74
3347,46,33,181,138,66
3348,47,33,169,126,59
3349,48,33,160,117,55
3350,49,33,155,114,53
3351,50,33,144,103,48
3352,51,33,125,85,40
3353,52,33,108,68,33
3354,53,33,97,59,30
3355,54,33,91,53,31
3356,55,33,82,49,32
3357,56,33,64,34,24
3358,57,33,49,24,24
3359,58,33,45,22,26
3360,59,33,41,22,30
3361,60,33,42,25,32
3362,61,33,39,24,31
3363,62,33,35,22,30
3364,63,33,33,21,30
3365,64,33,32,19,27
3366,65,33,27,18,29
3367,66,33,30,22,32
3368,67,33,36,26,36
3369,68,33,44,30,36
3370,69,33,57,40,34
3371,70,33,72,67,44
3372,71,33,78,84,56
3373,72,33,70,77,55
3374,73,33,71,75,53
3375,74,33,80,83,60
3376,75,33,81,90,63
3377,76,33,87,94,62
3378,77,33,87,92,59
3379,78,33,82,88,56
3380,79,33,70,80,57
3381,80,33,68,78,60
3382,81,33,65,79,63
3383,82,33,68,83,66
3384,83,33,68,83,66
3385,84,33,71,83,68
3386,85,33,70,82,67
3387,86,33,66,77,61
3388,87,33,69,77,58
3389,88,33,72,78,59
3390,89,33,74,82,64
3391,90,33,77,87,69
3392,91,33,75,86,69
3393,92,33,82,94,78
3394,93,33,86,93,77
3395,94,33,84,86,67
3396,95,33,76,80,66
3397,96,33,78,86,69
3398,97,33,84,93,74
3399,98,33,88,90,71
3400,99,33,83,84,77
3401,0,34,52,44,46
3402,1,34,53,45,47
3403,2,34,52,45,42
3404,3,34,64,57,43
3405,4,34,69,62,41
3406,5,34,61,54,44
3407,6,34,61,58,46
3408,7,34,61,59,48
3409,8,34,62,59,47
3410,9,34,70,68,50
3411,10,34,81,82,58
3412,11,34,83,83,59
3413,12,34,83,81,59
3414,13,34,76,70,53
3415,14,34,73,67,52
3416,15,34,76,70,49
3417,16,34,75,68,48
3418,17,34,75,68,50
3419,18,34,77,71,53
3420,19,34,73,70,50
3421,20,34,74,71,51
3422,21,34,78,78,59
3423,22,34,78,79,62
3424,23,34,77,77,58
3425,24,34,78,81,58
3426,25,34,79,83,61
3427,26,34,82,86,62
3428,27,34,84,86,60
3429,28,34,85,86,61
3430,29,34,96,96,65
3431,30,34,89,76,50
3432,31,34,84,57,41
3433,32,34,72,45,38
3434,33,34,65,34,35
3435,34,34,69,28,29
3436,35,34,72,29,26
3437,36,34,69,28,27
3438,37,34,70,28,28
3439,38,34,52,23,29
3440,39,34,51,26,32
3441,40,34,56,26,26
3442,41,34,91,55,33
3443,42,34,166,120,58
3444,43,34,206,160,73
3445,44,34,210,165,79
3446,45,34,195,150,70
3447,46,34,174,129,60
3448,47,34,158,115,54
3449,48,34,139,97,46
3450,49,34,122,80,39
3451,50,34,110,69,35
3452,51,34,99,60,32
3453,52,34,93,55,29
3454,53,34,90,54,30
3455,54,34,81,48,30
3456,55,34,67,38,30
3457,56,34,53,28,25
3458,57,34,46,25,26
3459,58,34,46,24,27
3460,59,34,41,20,25
3461,60,34,41,22,28
3462,61,34,38,21,28
3463,62,34,40,26,32
3464,63,34,37,24,30
3465,64,34,36,21,26
3466,65,34,30,18,29
3467,66,34,33,25,35
3468,67,34,36,25,34
3469,68,34,41,26,34
3470,69,34,54,35,34
3471,70,34,59,54,41
3472,71,34,74,83,59
3473,72,34,76,86,62
3474,73,34,80,85,60
3475,74,34,86,86,57
3476,75,34,95,99,64
3477,76,34,94,99,62
3478,77,34,88,94,61
3479,78,34,81,91,64
3480,79,34,71,82,61
3481,80,34,77,85,62
3482,81,34,75,85,66
3483,82,34,70,83,66
3484,83,34,69,89,73
3485,84,34,71,91,75
3486,85,34,70,90,72
3487,86,34,68,84,67
3488,87,34,68,81,62
3489,88,34,69,82,62
3490,89,34,75,88,68
3491,90,34,77,90,72
3492,91,34,74,84,70
3493,92,34,78,87,73
3494,93,34,77,84,71
3495,94,34,74,80,69
3496,95,34,73,77,65
3497,96,34,82,83,69
3498,97,34,90,91,77
3499,98,34,90,88,71
3500,99,34,74,72,70
3501,0,35,46,41,47
3502,1,35,52,44,48
3503,2,35,53,47,46
3504,3,35,61,57,45
3505,4,35,67,61,43
3506,5,35,67,64,43
3507,6,35,65,65,45
3508,7,35,67,65,46
3509,8,35,54,51,42
3510,9,35,63,60,49
3511,10,35,77,78,57
3512,11,35,81,83,61
3513,12,35,78,79,57
3514,13,35,79,79,56
3515,14,35,74,75,54
3516,15,35,74,73,51
3517,16,35,69,68,49
3518,17,35,65,64,47
3519,18,35,70,69,50
3520,19,35,68,68,48
3521,20,35,70,69,51
3522,21,35,77,75,54
3523,22,35,75,75,57
3524,23,35,74,75,59
3525,24,35,80,84,65
3526,25,35,80,87,65
3527,26,35,87,93,69
3528,27,35,95,101,71
3529,28,35,102,105,74
3530,29,35,106,111,76
3531,30,35,98,96,67
3532,31,35,71,53,40
3533,32,35,68,39,36
3534,33,35,75,37,33
3535,34,35,63,27,30
3536,35,35,57,23,26
3537,36,35,57,22,25
3538,37,35,56,23,28
3539,38,35,43,16,26
3540,39,35,46,22,29
3541,40,35,48,22,26
3542,41,35,49,25,29
3543,42,35,72,41,36
3544,43,35,110,73,43
3545,44,35,130,89,43
3546,45,35,124,83,40
3547,46,35,119,76,39
3548,47,35,109,70,38
3549,48,35,98,62,35
3550,49,35,92,56,31
3551,50,35,90,54,31
3552,51,35,86,52,33
3553,52,35,77,46,31
3554,53,35,66,38,29
3555,54,35,60,36,30
3556,55,35,63,39,33
3557,56,35,64,39,30
3558,57,35,56,31,26
3559,58,35,47,25,24
3560,59,35,43,22,24
3561,60,35,42,22,26
3562,61,35,38,22,28
3563,62,35,37,23,30
3564,63,35,40,27,33
3565,64,35,33,22,28
3566,65,35,28,18,29
3567,66,35,28,21,32
3568,67,35,36,26,35
3569,68,35,35,24,31
3570,69,35,43,31,33
3571,70,35,47,48,43
3572,71,35,66,78,59
3573,72,35,69,80,58
3574,73,35,71,76,55
3575,74,35,68,73,55
3576,75,35,67,84,63
3577,76,35,72,88,66
3578,77,35,76,92,69
3579,78,35,70,86,65
3580,79,35,67,81,62
3581,80,35,74,84,62
3582,81,35,75,82,61
3583,82,35,71,77,57
3584,83,35,74,82,61
3585,84,35,70,79,61
3586,85,35,77,84,65
