ID,X,Y,R,G,B
3587,86,35,71,77,60
3588,87,35,63,72,55
3589,88,35,67,75,59
3590,89,35,75,83,66
3591,90,35,79,90,71
3592,91,35,77,89,73
3593,92,35,89,101,83
3594,93,35,91,101,81
3595,94,35,83,92,77
3596,95,35,77,84,72
3597,96,35,85,89,76
3598,97,35,89,92,76
3599,98,35,91,90,74
3600,99,35,78,82,73
3601,0,36,46,40,47
3602,1,36,53,44,47
3603,2,36,58,51,46
3604,3,36,60,56,45
3605,4,36,66,62,44
3606,5,36,72,71,46
3607,6,36,57,61,44
3608,7,36,50,56,46
3609,8,36,65,63,50
3610,9,36,66,59,46
3611,10,36,72,66,50
3612,11,36,84,82,60
3613,12,36,81,81,59
3614,13,36,78,80,61
3615,14,36,76,79,61
3616,15,36,75,80,60
3617,16,36,73,75,56
3618,17,36,71,75,56
3619,18,36,72,77,57
3620,19,36,78,82,60
3621,20,36,80,85,63
3622,21,36,88,90,63
3623,22,36,87,91,65
3624,23,36,83,91,70
3625,24,36,90,97,70
3626,25,36,96,100,71
3627,26,36,95,102,74
3628,27,36,102,111,77
3629,28,36,107,115,82
3630,29,36,109,116,80
3631,30,36,106,109,75
3632,31,36,76,64,46
3633,32,36,70,43,38
3634,33,36,60,28,31
3635,34,36,58,25,31
3636,35,36,54,22,27
3637,36,36,57,23,25
3638,37,36,52,21,26
3639,38,36,45,18,27
3640,39,36,42,16,26
3641,40,36,45,22,26
3642,41,36,46,24,26
3643,42,36,49,28,30
3644,43,36,51,29,32
3645,44,36,66,38,31
3646,45,36,83,49,31
3647,46,36,83,49,32
3648,47,36,80,48,33
3649,48,36,77,48,34
3650,49,36,75,47,34
3651,50,36,71,43,33
3652,51,36,66,40,32
3653,52,36,63,39,31
3654,53,36,67,41,31
3655,54,36,72,45,31
3656,55,36,75,46,33
3657,56,36,74,46,31
3658,57,36,72,44,27
3659,58,36,70,43,28
3660,59,36,61,33,26
3661,60,36,46,23,24
3662,61,36,40,21,27
3663,62,36,40,20,26
3664,63,36,35,21,29
3665,64,36,30,21,29
3666,65,36,27,20,30
3667,66,36,30,21,31
3668,67,36,35,24,31
3669,68,36,33,22,29
3670,69,36,34,25,32
3671,70,36,34,39,39
3672,71,36,54,64,52
3673,72,36,63,72,55
3674,73,36,63,70,53
3675,74,36,65,73,56
3676,75,36,66,80,64
3677,76,36,67,83,63
3678,77,36,71,86,64
3679,78,36,72,84,61
3680,79,36,65,78,57
3681,80,36,66,75,57
3682,81,36,67,72,55
3683,82,36,70,73,56
3684,83,36,72,74,56
3685,84,36,72,75,59
3686,85,36,68,70,56
3687,86,36,67,69,54
3688,87,36,65,67,53
3689,88,36,65,67,55
3690,89,36,70,73,59
3691,90,36,70,81,66
3692,91,36,74,90,73
3693,92,36,80,91,69
3694,93,36,84,91,70
3695,94,36,80,92,72
3696,95,36,86,98,76
3697,96,36,85,98,82
3698,97,36,87,97,84
3699,98,36,84,84,70
3700,99,36,71,72,67
3701,0,37,48,41,50
3702,1,37,50,43,48
3703,2,37,56,52,52
3704,3,37,56,52,45
3705,4,37,58,56,45
3706,5,37,58,59,46
3707,6,37,46,48,43
3708,7,37,48,53,46
3709,8,37,75,73,56
3710,9,37,69,65,50
3711,10,37,62,60,50
3712,11,37,75,71,54
3713,12,37,82,83,65
3714,13,37,78,84,71
3715,14,37,77,86,72
3716,15,37,75,85,71
3717,16,37,75,83,69
3718,17,37,79,89,72
3719,18,37,81,92,75
3720,19,37,83,94,75
3721,20,37,84,94,76
3722,21,37,87,101,81
3723,22,37,88,101,80
3724,23,37,96,106,80
3725,24,37,101,114,91
3726,25,37,109,117,88
3727,26,37,111,116,84
3728,27,37,107,115,85
3729,28,37,103,108,79
3730,29,37,102,109,79
3731,30,37,101,107,77
3732,31,37,89,87,63
3733,32,37,70,52,44
3734,33,37,55,32,36
3735,34,37,57,29,35
3736,35,37,62,28,31
3737,36,37,60,25,28
3738,37,37,57,22,28
3739,38,37,56,26,29
3740,39,37,49,22,27
3741,40,37,48,24,26
3742,41,37,50,28,29
3743,42,37,50,29,30
3744,43,37,52,30,29
3745,44,37,71,44,32
3746,45,37,129,92,45
3747,46,37,121,84,42
3748,47,37,108,75,43
3749,48,37,97,67,42
3750,49,37,87,57,36
3751,50,37,82,51,33
3752,51,37,82,51,32
3753,52,37,84,54,33
3754,53,37,89,56,33
3755,54,37,92,60,33
3756,55,37,97,66,35
3757,56,37,101,70,36
3758,57,37,100,69,34
3759,58,37,92,60,31
3760,59,37,73,42,25
3761,60,37,55,26,21
3762,61,37,47,23,24
3763,62,37,45,21,25
3764,63,37,32,17,24
3765,64,37,35,20,28
3766,65,37,33,20,29
3767,66,37,31,21,29
3768,67,37,40,25,31
3769,68,37,34,22,29
3770,69,37,35,23,30
3771,70,37,44,40,37
3772,71,37,61,68,49
3773,72,37,65,73,49
3774,73,37,67,80,52
3775,74,37,65,79,58
3776,75,37,65,80,62
3777,76,37,70,82,59
3778,77,37,77,82,56
3779,78,37,80,86,56
3780,79,37,72,81,52
3781,80,37,75,79,55
3782,81,37,67,73,54
3783,82,37,69,76,57
3784,83,37,71,78,59
3785,84,37,70,76,57
3786,85,37,66,70,55
3787,86,37,65,68,55
3788,87,37,67,70,56
3789,88,37,72,75,60
3790,89,37,74,77,63
3791,90,37,67,73,60
3792,91,37,73,78,62
3793,92,37,80,79,59
3794,93,37,76,77,63
3795,94,37,71,76,65
3796,95,37,79,90,76
3797,96,37,88,100,84
3798,97,37,98,103,85
3799,98,37,103,93,65
3800,99,37,82,75,68
3801,0,38,55,44,51
3802,1,38,53,44,50
3803,2,38,56,52,54
3804,3,38,59,55,49
3805,4,38,59,57,47
3806,5,38,62,62,48
3807,6,38,55,55,47
3808,7,38,49,50,44
3809,8,38,59,58,47
3810,9,38,58,58,46
3811,10,38,66,65,53
3812,11,38,78,77,58
3813,12,38,81,79,57
3814,13,38,79,82,65
3815,14,38,85,92,73
3816,15,38,89,97,74
3817,16,38,88,95,73
3818,17,38,92,97,73
3819,18,38,95,102,78
3820,19,38,95,104,81
3821,20,38,96,106,82
3822,21,38,97,109,87
3823,22,38,97,110,90
3824,23,38,95,100,76
3825,24,38,101,108,85
3826,25,38,99,109,86
3827,26,38,102,113,86
3828,27,38,102,110,81
3829,28,38,103,107,77
3830,29,38,105,107,75
3831,30,38,102,104,71
3832,31,38,95,97,70
3833,32,38,77,67,51
3834,33,38,59,32,35
3835,34,38,62,28,32
3836,35,38,71,34,33
3837,36,38,62,29,31
3838,37,38,65,27,28
3839,38,38,56,24,27
3840,39,38,46,24,27
3841,40,38,52,31,28
3842,41,38,52,31,28
3843,42,38,54,32,32
3844,43,38,55,33,28
3845,44,38,68,42,33
3846,45,38,136,102,53
3847,46,38,160,126,63
3848,47,38,147,113,55
3849,48,38,134,100,49
3850,49,38,120,85,40
3851,50,38,112,77,35
3852,51,38,109,73,36
3853,52,38,108,74,36
3854,53,38,109,74,35
3855,54,38,113,78,35
3856,55,38,122,88,40
3857,56,38,127,94,42
3858,57,38,122,88,37
3859,58,38,110,74,32
3860,59,38,88,51,26
3861,60,38,68,34,22
3862,61,38,54,24,21
3863,62,38,49,22,23
3864,63,38,38,19,26
3865,64,38,34,18,25
3866,65,38,33,18,27
3867,66,38,35,20,27
3868,67,38,44,26,28
3869,68,38,35,22,29
3870,69,38,31,20,29
3871,70,38,37,28,32
3872,71,38,56,59,45
3873,72,38,67,74,53
3874,73,38,76,84,59
3875,74,38,79,90,63
3876,75,38,90,99,65
3877,76,38,101,104,63
3878,77,38,90,95,60
3879,78,38,81,90,63
3880,79,38,87,96,65
3881,80,38,88,97,65
3882,81,38,75,89,64
3883,82,38,82,93,67
3884,83,38,86,97,68
3885,84,38,82,93,69
3886,85,38,85,94,72
3887,86,38,85,94,68
3888,87,38,93,96,67
3889,88,38,100,99,62
3890,89,38,105,105,65
3891,90,38,109,105,65
3892,91,38,102,99,65
3893,92,38,92,87,59
3894,93,38,80,82,63
3895,94,38,84,86,72
3896,95,38,92,96,81
3897,96,38,97,99,78
3898,97,38,114,106,73
3899,98,38,117,102,66
3900,99,38,87,80,68
3901,0,39,52,46,55
3902,1,39,52,47,49
3903,2,39,66,63,58
3904,3,39,73,72,59
3905,4,39,67,68,54
3906,5,39,71,72,58
3907,6,39,72,75,62
3908,7,39,67,68,56
3909,8,39,70,71,56
3910,9,39,79,79,62
3911,10,39,82,85,64
3912,11,39,81,85,64
3913,12,39,82,84,61
3914,13,39,86,92,69
3915,14,39,93,98,72
3916,15,39,93,91,63
3917,16,39,92,93,66
3918,17,39,92,94,67
3919,18,39,95,98,70
3920,19,39,90,90,64
3921,20,39,90,92,69
3922,21,39,96,101,76
3923,22,39,99,113,89
3924,23,39,97,102,77
3925,24,39,97,104,80
3926,25,39,94,106,83
3927,26,39,99,110,87
3928,27,39,98,108,81
3929,28,39,97,102,75
3930,29,39,101,107,77
3931,30,39,91,92,60
3932,31,39,87,90,60
3933,32,39,73,65,50
3934,33,39,65,33,35
3935,34,39,64,30,33
3936,35,39,59,29,31
3937,36,39,61,30,32
3938,37,39,60,27,28
3939,38,39,55,25,27
3940,39,39,51,27,28
3941,40,39,52,32,28
3942,41,39,53,32,29
3943,42,39,56,35,31
3944,43,39,62,39,30
3945,44,39,68,42,30
3946,45,39,118,86,45
3947,46,39,174,139,72
3948,47,39,171,136,67
3949,48,39,163,128,60
3950,49,39,154,119,54
3951,50,39,142,106,45
3952,51,39,137,100,44
3953,52,39,136,99,43
3954,53,39,136,100,42
3955,54,39,138,102,43
3956,55,39,146,110,48
3957,56,39,149,113,50
3958,57,39,144,109,43
3959,58,39,134,97,38
3960,59,39,114,74,29
3961,60,39,82,43,21
3962,61,39,67,33,23
3963,62,39,54,24,21
3964,63,39,43,22,24
3965,64,39,38,20,25
3966,65,39,42,23,29
3967,66,39,45,26,27
3968,67,39,59,33,24
3969,68,39,42,25,28
3970,69,39,27,19,30
3971,70,39,24,14,26
3972,71,39,39,32,31
3973,72,39,57,57,41
3974,73,39,63,64,46
3975,74,39,69,72,46
3976,75,39,81,81,47
3977,76,39,79,81,49
3978,77,39,75,80,53
3979,78,39,83,90,59
3980,79,39,86,98,70
3981,80,39,92,105,76
3982,81,39,103,111,75
3983,82,39,106,113,75
3984,83,39,100,108,73
3985,84,39,93,100,68
3986,85,39,117,113,62
3987,86,39,126,115,61
3988,87,39,126,114,63
3989,88,39,127,114,63
3990,89,39,128,113,63
3991,90,39,123,108,61
3992,91,39,105,96,64
3993,92,39,108,98,62
3994,93,39,105,99,64
3995,94,39,98,92,68
3996,95,39,99,94,72
3997,96,39,95,90,68
3998,97,39,118,106,67
3999,98,39,110,97,66
4000,99,39,94,85,70
4001,0,40,54,51,56
4002,1,40,58,58,53
4003,2,40,70,70,60
4004,3,40,76,76,64
4005,4,40,79,84,67
4006,5,40,77,85,70
4007,6,40,75,87,75
4008,7,40,75,89,76
4009,8,40,79,91,75
4010,9,40,83,96,77
4011,10,40,84,98,81
4012,11,40,86,99,82
4013,12,40,98,105,82
4014,13,40,104,102,69
4015,14,40,112,100,55
4016,15,40,104,87,45
4017,16,40,101,85,47
4018,17,40,83,71,46
4019,18,40,85,76,50
4020,19,40,85,68,40
4021,20,40,90,75,43
4022,21,40,76,63,41
4023,22,40,84,82,63
4024,23,40,93,85,66
4025,24,40,102,91,60
4026,25,40,98,89,51
4027,26,40,89,79,51
4028,27,40,96,93,65
4029,28,40,90,84,56
4030,29,40,82,75,50
4031,30,40,78,74,40
4032,31,40,77,68,38
4033,32,40,61,48,40
4034,33,40,52,32,36
4035,34,40,56,29,34
4036,35,40,51,22,30
4037,36,40,50,21,27
4038,37,40,54,23,29
4039,38,40,53,24,29
4040,39,40,54,28,30
4041,40,40,55,31,27
4042,41,40,59,36,31
4043,42,40,69,42,33
4044,43,40,83,53,33
4045,44,40,106,74,39
4046,45,40,135,101,47
4047,46,40,164,129,61
4048,47,40,176,140,67
4049,48,40,180,144,70
4050,49,40,174,137,65
4051,50,40,167,130,59
4052,51,40,163,126,56
4053,52,40,159,123,51
4054,53,40,162,126,54
4055,54,40,166,130,56
4056,55,40,168,132,59
4057,56,40,169,132,58
4058,57,40,167,130,52
4059,58,40,152,113,42
4060,59,40,139,97,34
4061,60,40,103,60,25
4062,61,40,71,37,23
4063,62,40,68,33,26
4064,63,40,59,29,27
4065,64,40,60,31,26
4066,65,40,63,34,30
4067,66,40,56,32,29
4068,67,40,80,48,28
4069,68,40,45,25,26
4070,69,40,31,19,29
4071,70,40,27,17,29
4072,71,40,27,18,28
4073,72,40,39,28,29
4074,73,40,37,31,28
4075,74,40,47,41,31
4076,75,40,53,53,35
4077,76,40,55,60,33
4078,77,40,58,55,33
4079,78,40,54,52,34
4080,79,40,83,80,45
4081,80,40,86,87,54
4082,81,40,75,78,47
4083,82,40,59,57,41
4084,83,40,66,67,47
4085,84,40,106,100,54
4086,85,40,140,122,49
4087,86,40,154,129,48
4088,87,40,138,117,58
4089,88,40,124,110,60
4090,89,40,121,107,63
4091,90,40,100,95,58
4092,91,40,108,100,57
4093,92,40,123,110,57
4094,93,40,109,98,60
4095,94,40,97,87,66
4096,95,40,91,82,68
4097,96,40,87,79,67
4098,97,40,95,86,67
4099,98,40,102,90,71
4100,99,40,95,85,72
4101,0,41,78,63,54
4102,1,41,74,65,53
4103,2,41,75,74,62
4104,3,41,80,84,70
4105,4,41,80,90,76
4106,5,41,80,90,77
4107,6,41,75,89,80
4108,7,41,73,91,84
4109,8,41,72,89,79
4110,9,41,81,98,85
4111,10,41,86,103,88
4112,11,41,87,96,75
4113,12,41,97,94,61
4114,13,41,109,95,47
4115,14,41,116,97,49
4116,15,41,107,86,43
4117,16,41,99,78,41
4118,17,41,93,71,39
4119,18,41,93,74,39
4120,19,41,96,78,43
4121,20,41,108,91,46
4122,21,41,81,65,39
4123,22,41,57,38,34
4124,23,41,71,50,42
4125,24,41,68,55,40
4126,25,41,75,62,38
4127,26,41,68,54,36
4128,27,41,73,56,38
4129,28,41,71,61,38
4130,29,41,56,41,32
4131,30,41,59,46,32
4132,31,41,69,56,34
4133,32,41,51,35,36
4134,33,41,49,30,37
4135,34,41,53,25,32
4136,35,41,54,24,31
4137,36,41,51,23,28
4138,37,41,55,25,29
4139,38,41,55,29,31
4140,39,41,64,37,33
4141,40,41,70,41,31
4142,41,41,90,59,37
4143,42,41,117,83,42
4144,43,41,145,110,50
4145,44,41,173,138,66
4146,45,41,185,149,76
4147,46,41,182,147,73
4148,47,41,190,153,72
4149,48,41,190,153,69
4150,49,41,184,148,69
4151,50,41,184,148,71
4152,51,41,184,148,70
4153,52,41,182,147,66
4154,53,41,187,152,71
4155,54,41,189,153,72
4156,55,41,188,151,69
4157,56,41,185,148,67
4158,57,41,187,149,63
4159,58,41,174,134,54
4160,59,41,162,119,46
4161,60,41,126,80,31
4162,61,41,91,49,25
4163,62,41,73,37,28
4164,63,41,74,36,29
4165,64,41,76,40,29
4166,65,41,85,48,32
4167,66,41,66,40,31
4168,67,41,77,46,33
4169,68,41,48,26,29
4170,69,41,39,24,34
4171,70,41,36,23,34
4172,71,41,38,24,34
4173,72,41,33,20,29
4174,73,41,44,33,33
4175,74,41,53,46,36
4176,75,41,54,49,35
4177,76,41,55,50,34
4178,77,41,58,52,34
4179,78,41,60,58,39
4180,79,41,68,64,39
4181,80,41,60,59,39
4182,81,41,64,66,43
4183,82,41,59,58,40
4184,83,41,67,65,44
4185,84,41,90,82,47
4186,85,41,127,112,53
4187,86,41,151,129,57
4188,87,41,140,121,62
4189,88,41,121,106,58
4190,89,41,107,95,53
4191,90,41,109,102,58
4192,91,41,114,103,58
4193,92,41,126,114,63
4194,93,41,116,104,65
4195,94,41,98,90,69
4196,95,41,83,79,70
4197,96,41,82,76,68
4198,97,41,103,91,69
4199,98,41,112,98,70
4200,99,41,96,86,73
4201,0,42,98,67,52
4202,1,42,97,66,48
4203,2,42,77,65,54
4204,3,42,74,74,61
4205,4,42,76,84,72
4206,5,42,83,92,77
4207,6,42,80,93,81
4208,7,42,74,83,72
4209,8,42,74,75,60
4210,9,42,83,83,61
4211,10,42,88,87,66
4212,11,42,105,89,51
4213,12,42,116,93,42
4214,13,42,115,92,42
4215,14,42,104,78,37
4216,15,42,95,67,35
4217,16,42,88,62,34
4218,17,42,99,75,38
4219,18,42,102,81,41
4220,19,42,92,72,41
4221,20,42,99,81,43
4222,21,42,84,67,39
4223,22,42,55,39,34
4224,23,42,66,48,35
4225,24,42,56,41,31
4226,25,42,57,42,34
4227,26,42,59,45,35
4228,27,42,66,51,36
4229,28,42,77,64,39
4230,29,42,64,49,36
4231,30,42,52,38,35
4232,31,42,49,34,34
4233,32,42,42,29,37
4234,33,42,49,26,35
4235,34,42,56,23,31
4236,35,42,56,26,29
4237,36,42,63,30,29
4238,37,42,62,33,32
4239,38,42,71,39,29
4240,39,42,94,58,32
4241,40,42,129,91,40
4242,41,42,156,118,52
4243,42,42,170,133,59
4244,43,42,189,152,69
4245,44,42,199,163,82
4246,45,42,207,172,92
4247,46,42,207,170,83
4248,47,42,205,167,76
4249,48,42,206,166,75
4250,49,42,199,161,72
4251,50,42,198,161,74
4252,51,42,200,163,76
4253,52,42,203,168,81
4254,53,42,206,171,85
4255,54,42,206,170,84
4256,55,42,205,169,82
4257,56,42,198,162,74
4258,57,42,197,160,70
4259,58,42,189,152,63
4260,59,42,176,137,56
4261,60,42,144,98,35
4262,61,42,109,63,29
4263,62,42,78,42,28
4264,63,42,77,38,26
4265,64,42,81,46,29
4266,65,42,101,63,32
4267,66,42,76,47,29
4268,67,42,77,48,31
4269,68,42,51,27,28
4270,69,42,49,29,33
4271,70,42,44,25,33
4272,71,42,44,26,34
4273,72,42,40,22,30
4274,73,42,47,28,31
4275,74,42,61,48,39
4276,75,42,69,61,44
4277,76,42,73,67,47
4278,77,42,82,76,48
4279,78,42,94,90,56
4280,79,42,109,106,66
4281,80,42,112,112,69
4282,81,42,115,117,71
4283,82,42,119,118,66
4284,83,42,128,121,66
4285,84,42,141,124,63
4286,85,42,152,131,64
4287,86,42,150,132,66
4288,87,42,129,116,62
4289,88,42,108,95,54
4290,89,42,107,97,56
4291,90,42,103,96,56
4292,91,42,111,101,60
4293,92,42,116,106,63
4294,93,42,104,96,66
4295,94,42,92,85,67
4296,95,42,83,79,68
4297,96,42,89,82,68
4298,97,42,108,96,66
4299,98,42,109,96,67
4300,99,42,86,79,71
4301,0,43,97,66,53
4302,1,43,103,61,45
4303,2,43,106,64,48
4304,3,43,98,64,50
4305,4,43,92,67,52
4306,5,43,89,75,58
4307,6,43,85,80,63
4308,7,43,77,70,55
4309,8,43,72,62,46
4310,9,43,91,78,50
4311,10,43,100,79,45
4312,11,43,119,89,44
4313,12,43,116,84,41
4314,13,43,110,82,42
4315,14,43,102,76,38
4316,15,43,101,73,36
4317,16,43,97,70,34
4318,17,43,109,83,38
4319,18,43,110,88,42
4320,19,43,109,86,42
4321,20,43,98,75,40
4322,21,43,73,54,36
4323,22,43,58,39,33
4324,23,43,67,48,34
4325,24,43,77,58,37
4326,25,43,49,36,33
4327,26,43,47,33,33
4328,27,43,67,50,37
4329,28,43,80,63,39
4330,29,43,57,44,35
4331,30,43,53,36,34
4332,31,43,40,24,35
4333,32,43,40,26,37
4334,33,43,48,26,34
4335,34,43,54,25,32
4336,35,43,59,28,31
4337,36,43,66,33,31
4338,37,43,77,40,32
4339,38,43,115,70,31
4340,39,43,162,118,46
4341,40,43,186,147,62
4342,41,43,195,159,74
4343,42,43,206,170,84
4344,43,43,213,177,88
4345,44,43,211,177,93
4346,45,43,214,180,94
4347,46,43,219,183,92
4348,47,43,216,179,89
4349,48,43,217,179,85
4350,49,43,213,175,82
4351,50,43,213,177,84
4352,51,43,214,178,87
4353,52,43,216,181,91
4354,53,43,220,184,96
4355,54,43,217,180,89
4356,55,43,213,176,84
4357,56,43,207,169,79
4358,57,43,200,162,70
4359,58,43,190,149,60
4360,59,43,174,130,51
4361,60,43,133,87,33
4362,61,43,96,52,28
4363,62,43,88,46,27
4364,63,43,87,43,26
4365,64,43,106,62,30
4366,65,43,104,64,31
4367,66,43,83,50,27
4368,67,43,69,40,28
4369,68,43,48,27,30
4370,69,43,52,29,31
4371,70,43,53,27,30
4372,71,43,51,29,32
4373,72,43,47,25,31
4374,73,43,47,23,29
4375,74,43,45,26,31
4376,75,43,61,47,35
4377,76,43,72,64,39
4378,77,43,81,70,40
4379,78,43,91,83,44
4380,79,43,113,106,52
4381,80,43,146,136,73
4382,81,43,156,144,75
4383,82,43,159,139,70
4384,83,43,154,132,66
4385,84,43,139,116,56
4386,85,43,131,115,59
4387,86,43,134,117,58
4388,87,43,118,106,57
4389,88,43,121,109,59
4390,89,43,120,108,57
4391,90,43,111,100,56
4392,91,43,104,96,60
4393,92,43,104,97,66
4394,93,43,95,88,67
4395,94,43,100,93,69
4396,95,43,102,96,70
4397,96,43,102,94,68
4398,97,43,97,85,63
4399,98,43,105,91,68
4400,99,43,88,82,75
4401,0,44,95,66,52
4402,1,44,107,72,46
4403,2,44,113,70,46
4404,3,44,117,71,45
4405,4,44,116,69,46
4406,5,44,99,59,40
4407,6,44,96,60,39
4408,7,44,84,57,42
4409,8,44,78,59,46
4410,9,44,100,78,48
4411,10,44,117,84,44
4412,11,44,119,83,43
4413,12,44,114,80,42
4414,13,44,116,87,44
4415,14,44,111,82,40
4416,15,44,118,90,43
4417,16,44,121,93,43
4418,17,44,127,101,43
4419,18,44,116,91,42
4420,19,44,107,77,38
4421,20,44,93,68,37
4422,21,44,73,50,35
4423,22,44,69,47,34
4424,23,44,78,57,34
4425,24,44,86,65,36
4426,25,44,59,42,32
4427,26,44,45,32,31
4428,27,44,65,49,35
4429,28,44,78,58,37
4430,29,44,72,48,31
4431,30,44,58,36,31
4432,31,44,37,23,35
4433,32,44,42,27,38
4434,33,44,48,25,32
4435,34,44,54,28,35
4436,35,44,60,30,33
4437,36,44,85,44,30
4438,37,44,105,55,26
4439,38,44,160,113,44
4440,39,44,197,157,69
4441,40,44,207,170,85
4442,41,44,212,177,90
4443,42,44,220,184,96
4444,43,44,223,188,97
4445,44,44,225,191,100
4446,45,44,224,189,93
4447,46,44,230,193,99
4448,47,44,226,191,100
4449,48,44,226,188,94
4450,49,44,222,182,84
4451,50,44,220,182,87
4452,51,44,220,185,93
4453,52,44,221,187,96
4454,53,44,224,189,99
4455,54,44,220,183,92
4456,55,44,217,179,85
4457,56,44,212,173,81
4458,57,44,201,162,68
4459,58,44,192,151,58
4460,59,44,183,139,51
4461,60,44,137,89,31
4462,61,44,109,61,27
4463,62,44,106,57,26
4464,63,44,89,44,26
4465,64,44,97,56,28
4466,65,44,96,59,30
4467,66,44,74,42,27
4468,67,44,54,31,28
4469,68,44,40,22,28
4470,69,44,50,28,28
4471,70,44,57,30,29
4472,71,44,53,26,27
4473,72,44,57,31,31
4474,73,44,56,27,31
4475,74,44,48,24,31
4476,75,44,48,25,30
4477,76,44,55,39,34
4478,77,44,67,54,35
4479,78,44,69,60,32
4480,79,44,83,75,36
4481,80,44,128,109,51
4482,81,44,140,130,69
4483,82,44,138,131,70
4484,83,44,146,136,74
4485,84,44,142,130,71
4486,85,44,137,124,66
4487,86,44,139,123,60
4488,87,44,140,122,60
4489,88,44,136,117,57
4490,89,44,130,112,56
4491,90,44,122,108,57
4492,91,44,120,106,62
4493,92,44,133,117,67
4494,93,44,134,119,70
4495,94,44,123,110,70
4496,95,44,122,108,72
4497,96,44,105,92,68
4498,97,44,101,87,66
4499,98,44,101,87,64
4500,99,44,96,87,77
4501,0,45,98,69,52
4502,1,45,114,81,49
4503,2,45,105,69,48
4504,3,45,109,70,47
4505,4,45,113,68,43
4506,5,45,103,69,43
4507,6,45,108,74,41
4508,7,45,113,74,44
4509,8,45,98,64,40
4510,9,45,110,78,45
4511,10,45,128,94,47
4512,11,45,120,88,43
4513,12,45,122,93,45
4514,13,45,122,95,45
4515,14,45,112,87,43
4516,15,45,123,97,42
4517,16,45,124,92,40
4518,17,45,124,92,38
4519,18,45,112,80,36
4520,19,45,98,64,33
4521,20,45,97,67,35
4522,21,45,91,60,34
4523,22,45,86,58,34
4524,23,45,82,59,35
4525,24,45,89,65,34
4526,25,45,83,58,36
4527,26,45,65,46,32
4528,27,45,79,55,33
4529,28,45,89,60,35
4530,29,45,77,47,28
4531,30,45,49,30,33
4532,31,45,37,22,34
4533,32,45,44,25,34
4534,33,45,51,26,34
4535,34,45,65,31,34
4536,35,45,87,44,33
4537,36,45,107,56,27
4538,37,45,144,91,33
4539,38,45,188,144,60
4540,39,45,211,174,84
4541,40,45,218,181,91
4542,41,45,220,184,92
4543,42,45,224,190,100
4544,43,45,229,195,104
4545,44,45,232,197,104
4546,45,45,230,195,99
4547,46,45,227,190,94
4548,47,45,226,190,93
4549,48,45,225,189,92
4550,49,45,223,184,83
4551,50,45,226,189,91
4552,51,45,226,191,95
4553,52,45,228,193,101
4554,53,45,226,191,102
4555,54,45,222,185,92
4556,55,45,219,181,87
4557,56,45,217,178,83
4558,57,45,204,164,70
4559,58,45,192,151,60
4560,59,45,176,131,47
4561,60,45,147,97,33
4562,61,45,106,58,25
4563,62,45,107,57,26
4564,63,45,87,41,25
4565,64,45,93,54,28
4566,65,45,95,60,31
4567,66,45,65,37,28
4568,67,45,44,26,29
4569,68,45,39,23,29
4570,69,45,47,26,28
4571,70,45,54,26,26
4572,71,45,63,32,28
4573,72,45,81,46,32
4574,73,45,69,38,31
4575,74,45,64,34,31
4576,75,45,55,29,33
4577,76,45,48,25,33
4578,77,45,60,40,35
4579,78,45,70,53,34
4580,79,45,92,74,37
4581,80,45,103,87,40
4582,81,45,110,98,49
4583,82,45,123,103,48
4584,83,45,123,105,52
4585,84,45,132,116,59
4586,85,45,137,119,57
4587,86,45,143,123,58
4588,87,45,141,120,54
4589,88,45,127,108,53
4590,89,45,133,115,58
4591,90,45,135,116,58
4592,91,45,139,122,65
4593,92,45,137,120,67
4594,93,45,135,117,70
4595,94,45,112,99,67
4596,95,45,111,102,70
4597,96,45,110,100,69
4598,97,45,107,93,65
4599,98,45,105,88,61
4600,99,45,107,92,65
4601,0,46,96,66,50
4602,1,46,111,75,49
4603,2,46,101,67,51
4604,3,46,109,73,49
4605,4,46,112,77,45
4606,5,46,99,68,43
4607,6,46,113,80,43
4608,7,46,117,79,40
4609,8,46,97,61,40
4610,9,46,102,66,44
4611,10,46,124,92,48
4612,11,46,145,116,52
4613,12,46,141,111,49
4614,13,46,138,110,47
4615,14,46,130,103,44
4616,15,46,138,108,46
4617,16,46,137,103,41
4618,17,46,128,94,38
4619,18,46,122,89,36
4620,19,46,110,75,32
4621,20,46,101,68,32
4622,21,46,97,69,33
4623,22,46,88,63,35
4624,23,46,96,71,39
4625,24,46,101,74,37
4626,25,46,92,60,32
4627,26,46,93,58,31
4628,27,46,86,53,33
4629,28,46,69,42,37
4630,29,46,41,24,31
4631,30,46,37,22,33
4632,31,46,42,24,34
4633,32,46,51,27,35
4634,33,46,67,33,31
4635,34,46,98,51,33
4636,35,46,115,62,32
4637,36,46,132,77,29
4638,37,46,172,119,42
4639,38,46,203,164,73
4640,39,46,218,183,89
4641,40,46,225,189,96
4642,41,46,227,193,99
4643,42,46,227,195,103
4644,43,46,229,197,106
4645,44,46,231,197,100
4646,45,46,229,195,98
4647,46,46,228,192,96
4648,47,46,227,191,96
4649,48,46,226,191,98
4650,49,46,225,188,90
4651,50,46,230,193,95
4652,51,46,231,196,103
4653,52,46,230,195,102
4654,53,46,225,190,100
4655,54,46,220,184,92
4656,55,46,216,180,87
4657,56,46,212,175,80
4658,57,46,204,166,72
4659,58,46,192,150,60
4660,59,46,169,122,47
4661,60,46,128,77,27
